"GHO","DATASOURCE","PUBLISHSTATE","YEAR","REGION","COUNTRY","ALCOHOLTYPE","Display Value","Numeric","Low","High","Comments"
"SA_0000001400","GISAHHUN","PUBLISHED","2012","EUR","HUN","SA_BEER","4.08","4.08000","","",""
"SA_0000001400","GISAHMAR","PUBLISHED","2004","EMR","MAR","SA_SPIRITS","0.06","0.06000","","",""
"SA_0000001400","GISAHSUR","PUBLISHED","2014","AMR","SUR","SA_BEER","2.15","2.15000","","",""
"SA_0000001400","GISAHTUN","PUBLISHED","2010","EMR","TUN","SA_OTHER_ALCOHOL","0.01","0.01000","","",""
"SA_0000001400","GISAHLBR","PUBLISHED","2010","AFR","LBR","SA_WINE","0.33","0.33000","","",""
"SA_0000001400","GISAHMYS","PUBLISHED","2014","WPR","MYS","SA_OTHER_ALCOHOL","0.01","0.01000","","",""
"SA_0000001400","GISAHMLT","PUBLISHED","2002","EUR","MLT","SA_BEER","2.61","2.61000","","",""
"SA_0000001400","GISAHGRC","PUBLISHED","2012","EUR","GRC","SA_SPIRITS","1.49","1.49000","","",""
"SA_0000001400","GISAHPRY","PUBLISHED","2013","AMR","PRY","SA_TOTAL","5.03","5.03000","","",""
"SA_0000001400","GISAHDNK","PUBLISHED","2002","EUR","DNK","SA_OTHER_ALCOHOL","0.00","0.00000","","",""
"SA_0000001400","GISAHBIH","PUBLISHED","2009","EUR","BIH","SA_WINE","0.51","0.51000","","",""
"SA_0000001400","GISAHISR","PUBLISHED","2014","EUR","ISR","SA_OTHER_ALCOHOL","0.04","0.04000","","",""
"SA_0000001400","GISAHIND","PUBLISHED","2004","SEAR","IND","SA_WINE","0.02","0.02000","","",""
"SA_0000001400","GISAHARG","PUBLISHED","2014","AMR","ARG","SA_SPIRITS","0.56","0.56000","","",""
"SA_0000001400","GISAHBFA","PUBLISHED","2012","AFR","BFA","SA_SPIRITS","0.20","0.20000","","",""
"SA_0000001400","GISAHCAN","PUBLISHED","2005","AMR","CAN","SA_SPIRITS","2.00","2.00000","","",""
"SA_0000001400","GISAHTTO","PUBLISHED","2008","AMR","TTO","SA_BEER","3.27","3.27000","","",""
"SA_0000001400","GISAHCOG","PUBLISHED","2003","AFR","COG","SA_BEER","1.72","1.72000","","",""
"SA_0000001400","GISAHATG","PUBLISHED","2006","AMR","ATG","SA_OTHER_ALCOHOL","0.29","0.29000","","",""
"SA_0000001400","GISAHOMN","PUBLISHED","2013","EMR","OMN","SA_WINE","0.02","0.02000","","",""
"SA_0000001400","GISAHZWE","PUBLISHED","2002","AFR","ZWE","SA_OTHER_ALCOHOL","2.80","2.80000","","",""
"SA_0000001400","GISAHATG","PUBLISHED","2001","AMR","ATG","SA_TOTAL","7.51","7.51000","","",""
"SA_0000001400","GISAHSLB","PUBLISHED","2003","WPR","SLB","SA_BEER","0.74","0.74000","","",""
"SA_0000001400","GISAHIND","PUBLISHED","2012","SEAR","IND","SA_WINE","0.00","0.00000","","",""
"SA_0000001400","GISAHSVN","PUBLISHED","2004","EUR","SVN","SA_TOTAL","10.00","10.00000","","",""
"SA_0000001400","GISAHTUR","PUBLISHED","2003","EUR","TUR","SA_OTHER_ALCOHOL","0.00","0.00000","","",""
"SA_0000001400","GISAHMDA","PUBLISHED","2014","EUR","MDA","SA_TOTAL","9.99","9.99000","","",""
"SA_0000001400","GISAHZAF","PUBLISHED","2014","AFR","ZAF","SA_BEER","4.46","4.46000","","",""
"SA_0000001400","GISAHBLZ","PUBLISHED","2005","AMR","BLZ","SA_BEER","3.96","3.96000","","",""
"SA_0000001400","GISAHEGY","PUBLISHED","2009","EMR","EGY","SA_BEER","0.12","0.12000","","",""
"SA_0000001400","GISAHJAM","PUBLISHED","2009","AMR","JAM","SA_SPIRITS","1.52","1.52000","","",""
"SA_0000001400","GISAHBRA","PUBLISHED","2004","AMR","BRA","SA_WINE","0.40","0.40000","","",""
"SA_0000001400","GISAHSGP","PUBLISHED","2001","WPR","SGP","SA_WINE","0.13","0.13000","","",""
"SA_0000001400","GISAHESP","PUBLISHED","2011","EUR","ESP","SA_WINE","2.14","2.14000","","",""
"SA_0000001400","GISAHURY","PUBLISHED","2012","AMR","URY","SA_TOTAL","5.77","5.77000","","",""
"SA_0000001400","GISAHBEL","PUBLISHED","2004","EUR","BEL","SA_BEER","5.95","5.95000","","",""
"SA_0000001400","GISAHSLV","PUBLISHED","2013","AMR","SLV","SA_SPIRITS","1.25","1.25000","","",""
"SA_0000001400","GISAHPER","PUBLISHED","2000","AMR","PER","SA_OTHER_ALCOHOL","0.00","0.00000","","",""
"SA_0000001400","GISAHSLV","PUBLISHED","2008","AMR","SLV","SA_WINE","0.03","0.03000","","",""
"SA_0000001400","GISAHMOZ","PUBLISHED","2004","AFR","MOZ","SA_OTHER_ALCOHOL","0.06","0.06000","","",""
"SA_0000001400","GISAHUZB","PUBLISHED","2007","EUR","UZB","SA_OTHER_ALCOHOL","0.00","0.00000","","",""
"SA_0000001400","GISAHSGP","PUBLISHED","2015","WPR","SGP","SA_BEER","1.24","1.24000","","",""
"SA_0000001400","GISAHCIV","PUBLISHED","2001","AFR","CIV","SA_BEER","0.54","0.54000","","",""
"SA_0000001400","GISAHMLT","PUBLISHED","2011","EUR","MLT","SA_WINE","2.28","2.28000","","",""
"SA_0000001400","GISAHMDG","PUBLISHED","2001","AFR","MDG","SA_SPIRITS","0.52","0.52000","","",""
"SA_0000001400","GISAHBGR","PUBLISHED","2007","EUR","BGR","SA_SPIRITS","4.73","4.73000","","",""
"SA_0000001400","GISAHGTM","PUBLISHED","2009","AMR","GTM","SA_SPIRITS","1.25","1.25000","","",""
"SA_0000001400","GISAHGNB","PUBLISHED","2007","AFR","GNB","SA_BEER","0.37","0.37000","","",""
"SA_0000001400","GISAHBHS","PUBLISHED","2006","AMR","BHS","SA_TOTAL","11.07","11.07000","","",""
"SA_0000001400","GISAHPRY","PUBLISHED","2007","AMR","PRY","SA_SPIRITS","1.79","1.79000","","",""
"SA_0000001400","GISAHMRT","PUBLISHED","2010","AFR","MRT","SA_OTHER_ALCOHOL","0.00","0.00000","","",""
"SA_0000001400","GISAHNPL","PUBLISHED","2006","SEAR","NPL","SA_WINE","0.00","0.00000","","",""
"SA_0000001400","GISAHVEN","PUBLISHED","2000","AMR","VEN","SA_OTHER_ALCOHOL","0.00","0.00000","","",""
"SA_0000001400","GISAHPRK","PUBLISHED","2002","SEAR","PRK","SA_TOTAL","3.08","3.08000","","",""
"SA_0000001400","GISAHTUN","PUBLISHED","2003","EMR","TUN","SA_SPIRITS","0.04","0.04000","","",""
"SA_0000001400","GISAHMYS","PUBLISHED","2012","WPR","MYS","SA_TOTAL","0.53","0.53000","","",""
"SA_0000001400","GISAHLKA","PUBLISHED","2007","SEAR","LKA","SA_SPIRITS","2.05","2.05000","","",""
"SA_0000001400","GISAHTTO","PUBLISHED","2013","AMR","TTO","SA_WINE","0.22","0.22000","","",""
"SA_0000001400","GISAHNZL","PUBLISHED","2001","WPR","NZL","SA_WINE","2.51","2.51000","","",""
"SA_0000001400","GISAHQAT","PUBLISHED","2013","EMR","QAT","SA_SPIRITS","0.70","0.70000","","",""
"SA_0000001400","GISAHLUX","PUBLISHED","2006","EUR","LUX","SA_TOTAL","11.98","11.98000","","",""
"SA_0000001400","GISAHCAN","PUBLISHED","2007","AMR","CAN","SA_OTHER_ALCOHOL","0.20","0.20000","","",""
"SA_0000001400","GISAHCMR","PUBLISHED","2011","AFR","CMR","SA_TOTAL","6.19","6.19000","","",""
"SA_0000001400","GISAHNAM","PUBLISHED","2005","AFR","NAM","SA_BEER","3.36","3.36000","","",""
"SA_0000001400","GISAHAND","PUBLISHED","2000","EUR","AND","SA_BEER","3.25","3.25000","","",""
"SA_0000001400","GISAHCOM","PUBLISHED","2007","AFR","COM","SA_BEER","0.05","0.05000","","",""
"SA_0000001400","GISAHLKA","PUBLISHED","2010","SEAR","LKA","SA_OTHER_ALCOHOL","0.04","0.04000","","",""
"SA_0000001400","GISAHGRC","PUBLISHED","2005","EUR","GRC","SA_TOTAL","9.95","9.95000","","",""
"SA_0000001400","GISAHIRN","PUBLISHED","2005","EMR","IRN","SA_OTHER_ALCOHOL","0.00","0.00000","","",""
"SA_0000001400","GISAHJAM","PUBLISHED","2002","AMR","JAM","SA_TOTAL","3.76","3.76000","","",""
"SA_0000001400","GISAHBRA","PUBLISHED","2014","AMR","BRA","SA_TOTAL","7.32","7.32000","","",""
"SA_0000001400","GISAHLCA","PUBLISHED","2000","AMR","LCA","SA_TOTAL","11.69","11.69000","","",""
"SA_0000001400","GISAHGMB","PUBLISHED","2002","AFR","GMB","SA_SPIRITS","0.01","0.01000","","",""
"SA_0000001400","GISAHIDN","PUBLISHED","2011","SEAR","IDN","SA_WINE","0.00","0.00000","","",""
"SA_0000001400","GISAHJPN","PUBLISHED","2006","WPR","JPN","SA_SPIRITS","3.37","3.37000","","",""
"SA_0000001400","GISAHAFG","PUBLISHED","2002","EMR","AFG","SA_OTHER_ALCOHOL","0.00","0.00000","","",""
"SA_0000001400","GISAHNIC","PUBLISHED","2008","AMR","NIC","SA_WINE","0.02","0.02000","","",""
"SA_0000001400","GISAHALB","PUBLISHED","2007","EUR","ALB","SA_BEER","1.86","1.86000","","",""
"SA_0000001400","GISAHBLR","PUBLISHED","2013","EUR","BLR","SA_OTHER_ALCOHOL","4.77","4.77000","","",""
"SA_0000001400","GISAHGBR","PUBLISHED","2015","EUR","GBR","SA_TOTAL","10.66","10.66000","","",""
"SA_0000001400","GISAHTHA","PUBLISHED","2014","SEAR","THA","SA_BEER","1.66","1.66000","","",""
"SA_0000001400","GISAHAFG","PUBLISHED","2010","EMR","AFG","SA_OTHER_ALCOHOL","0.00","0.00000","","",""
"SA_0000001400","GISAHSVN","PUBLISHED","2005","EUR","SVN","SA_WINE","5.17","5.17000","","",""
"SA_0000001400","GISAHDJI","PUBLISHED","2001","EMR","DJI","SA_OTHER_ALCOHOL","0.00","0.00000","","",""
"SA_0000001400","GISAHCOK","PUBLISHED","2009","WPR","COK","SA_SPIRITS","4.42","4.42000","","",""
"SA_0000001400","GISAHARG","PUBLISHED","2007","AMR","ARG","SA_TOTAL","8.16","8.16000","","",""
"SA_0000001400","GISAHKNA","PUBLISHED","2005","AMR","KNA","SA_TOTAL","10.02","10.02000","","",""
"SA_0000001400","GISAHTKM","PUBLISHED","2003","EUR","TKM","SA_TOTAL","2.88","2.88000","","",""
"SA_0000001400","GISAHGAB","PUBLISHED","2003","AFR","GAB","SA_WINE","0.84","0.84000","","",""
"SA_0000001400","GISAHESP","PUBLISHED","2000","EUR","ESP","SA_SPIRITS","2.81","2.81000","","",""
"SA_0000001400","GISAHTHA","PUBLISHED","2009","SEAR","THA","SA_SPIRITS","4.19","4.19000","","",""
"SA_0000001400","GISAHGUY","PUBLISHED","2011","AMR","GUY","SA_BEER","1.80","1.80000","","",""
"SA_0000001400","GISAHMDV","PUBLISHED","2004","SEAR","MDV","SA_BEER","0.56","0.56000","","",""
"SA_0000001400","GISAHIND","PUBLISHED","2001","SEAR","IND","SA_SPIRITS","0.92","0.92000","","",""
"SA_0000001400","GISAHMMR","PUBLISHED","2013","SEAR","MMR","SA_SPIRITS","0.26","0.26000","","",""
"SA_0000001400","GISAHPRT","PUBLISHED","2000","EUR","PRT","SA_TOTAL","11.89","11.89000","","",""
"SA_0000001400","GISAHTZA","PUBLISHED","2003","AFR","TZA","SA_OTHER_ALCOHOL","1.75","1.75000","","",""
"SA_0000001400","GISAHBRN","PUBLISHED","2008","WPR","BRN","SA_TOTAL","0.67","0.67000","","",""
"SA_0000001400","","PUBLISHED","2005","EUR","MNE","SA_BEER","No data","","","",""
"SA_0000001400","GISAHVNM","PUBLISHED","2007","WPR","VNM","SA_BEER","1.20","1.20000","","",""
"SA_0000001400","GISAHSYR","PUBLISHED","2010","EMR","SYR","SA_WINE","0.27","0.27000","","",""
"SA_0000001400","GISAHTUN","PUBLISHED","2000","EMR","TUN","SA_BEER","0.80","0.80000","","",""
"SA_0000001400","GISAHHTI","PUBLISHED","2011","AMR","HTI","SA_OTHER_ALCOHOL","0.00","0.00000","","",""
"SA_0000001400","GISAHDNK","PUBLISHED","2007","EUR","DNK","SA_SPIRITS","1.74","1.74000","","",""
"SA_0000001400","GISAHBIH","PUBLISHED","2004","EUR","BIH","SA_OTHER_ALCOHOL","0.12","0.12000","","",""
"SA_0000001400","GISAHHUN","PUBLISHED","2001","EUR","HUN","SA_WINE","4.86","4.86000","","",""
"SA_0000001400","GISAHIDN","PUBLISHED","2003","SEAR","IDN","SA_OTHER_ALCOHOL","0.00","0.00000","","",""
"SA_0000001400","GISAHMKD","PUBLISHED","2010","EUR","MKD","SA_WINE","0.33","0.33000","","",""
"SA_0000001400","GISAHOMN","PUBLISHED","2002","EMR","OMN","SA_SPIRITS","0.29","0.29000","","",""
"SA_0000001400","GISAHPER","PUBLISHED","2008","AMR","PER","SA_OTHER_ALCOHOL","0.00","0.00000","","",""
"SA_0000001400","GISAHLSO","PUBLISHED","2000","AFR","LSO","SA_SPIRITS","0.37","0.37000","","",""
"SA_0000001400","GISAHNIU","PUBLISHED","2007","WPR","NIU","SA_BEER","2.10","2.10000","","",""
"SA_0000001400","GISAHUSA","PUBLISHED","2001","AMR","USA","SA_BEER","4.66","4.66000","","",""
"SA_0000001400","GISAHSMR","PUBLISHED","2008","EUR","SMR","SA_OTHER_ALCOHOL","No data","","","",""
"SA_0000001400","GISAHARG","PUBLISHED","2004","AMR","ARG","SA_OTHER_ALCOHOL","0.04","0.04000","","",""
"SA_0000001400","GISAHYEM","PUBLISHED","2013","EMR","YEM","SA_OTHER_ALCOHOL","0.00","0.00000","","",""
"SA_0000001400","GISAHSEN","PUBLISHED","2002","AFR","SEN","SA_BEER","0.14","0.14000","","",""
"SA_0000001400","GISAHSGP","PUBLISHED","2007","WPR","SGP","SA_BEER","1.13","1.13000","","",""
"SA_0000001400","GISAHCYP","PUBLISHED","2000","EUR","CYP","SA_BEER","3.69","3.69000","","",""
"SA_0000001400","GISAHIND","PUBLISHED","2013","SEAR","IND","SA_SPIRITS","2.89","2.89000","","",""
"SA_0000001400","GISAHMLI","PUBLISHED","2007","AFR","MLI","SA_OTHER_ALCOHOL","0.46","0.46000","","",""
"SA_0000001400","GISAHBDI","PUBLISHED","2008","AFR","BDI","SA_BEER","1.40","1.40000","","",""
"SA_0000001400","GISAHEGY","PUBLISHED","2006","EMR","EGY","SA_WINE","0.02","0.02000","","",""
"SA_0000001400","GISAHCRI","PUBLISHED","2000","AMR","CRI","SA_OTHER_ALCOHOL","0.00","0.00000","","",""
"SA_0000001400","GISAHFSM","PUBLISHED","2002","WPR","FSM","SA_OTHER_ALCOHOL","0.00","0.00000","","",""
"SA_0000001400","GISAHSWZ","PUBLISHED","2009","AFR","SWZ","SA_TOTAL","4.90","4.90000","","",""
"SA_0000001400","GISAHMRT","PUBLISHED","2007","AFR","MRT","SA_SPIRITS","0.02","0.02000","","",""
"SA_0000001400","GISAHNIU","PUBLISHED","2001","WPR","NIU","SA_WINE","0.00","0.00000","","",""
"SA_0000001400","GISAHAGO","PUBLISHED","2000","AFR","AGO","SA_OTHER_ALCOHOL","0.00","0.00000","","",""
"SA_0000001400","GISAHSOM","PUBLISHED","2005","EMR","SOM","SA_WINE","0.00","0.00000","","",""
"SA_0000001400","GISAHSGP","PUBLISHED","2012","WPR","SGP","SA_OTHER_ALCOHOL","0.03","0.03000","","",""
"SA_0000001400","GISAHJPN","PUBLISHED","2009","WPR","JPN","SA_WINE","0.27","0.27000","","",""
"SA_0000001400","GISAHKWT","PUBLISHED","2009","EMR","KWT","SA_WINE","0.00","0.00000","","",""
"SA_0000001400","GISAHPAK","PUBLISHED","2012","EMR","PAK","SA_BEER","0.00","0.00000","","",""
"SA_0000001400","GISAHARM","PUBLISHED","2014","EUR","ARM","SA_SPIRITS","3.25","3.25000","","",""
"SA_0000001400","GISAHTKM","PUBLISHED","2007","EUR","TKM","SA_BEER","0.30","0.30000","","",""
"SA_0000001400","GISAHPNG","PUBLISHED","2004","WPR","PNG","SA_SPIRITS","0.02","0.02000","","",""
"SA_0000001400","GISAHSLV","PUBLISHED","2000","AMR","SLV","SA_OTHER_ALCOHOL","0.00","0.00000","","",""
"SA_0000001400","GISAHMAR","PUBLISHED","2014","EMR","MAR","SA_WINE","0.21","0.21000","","",""
"SA_0000001400","GISAHDZA","PUBLISHED","2010","AFR","DZA","SA_TOTAL","0.45","0.45000","","",""
"SA_0000001400","GISAHTUV","PUBLISHED","2003","WPR","TUV","SA_OTHER_ALCOHOL","0.00","0.00000","","",""
"SA_0000001400","GISAHMLT","PUBLISHED","2012","EUR","MLT","SA_SPIRITS","1.87","1.87000","","",""
"SA_0000001400","GISAHFIN","PUBLISHED","2005","EUR","FIN","SA_TOTAL","9.95","9.95000","","",""
"SA_0000001400","GISAHKWT","PUBLISHED","2005","EMR","KWT","SA_OTHER_ALCOHOL","0.00","0.00000","","",""
"SA_0000001400","GISAHZMB","PUBLISHED","2006","AFR","ZMB","SA_BEER","0.45","0.45000","","",""
"SA_0000001400","GISAHRUS","PUBLISHED","2005","EUR","RUS","SA_TOTAL","11.57","11.57000","","",""
"SA_0000001400","GISAHSWE","PUBLISHED","2002","EUR","SWE","SA_WINE","2.80","2.80000","","",""
"SA_0000001400","GISAHNZL","PUBLISHED","2007","WPR","NZL","SA_BEER","3.94","3.94000","","",""
"SA_0000001400","GISAHGMB","PUBLISHED","2010","AFR","GMB","SA_SPIRITS","0.01","0.01000","","",""
"SA_0000001400","GISAHAND","PUBLISHED","2003","EUR","AND","SA_SPIRITS","2.94","2.94000","","",""
"SA_0000001400","GISAHCHE","PUBLISHED","2005","EUR","CHE","SA_SPIRITS","1.79","1.79000","","",""
"SA_0000001400","GISAHCAF","PUBLISHED","2002","AFR","CAF","SA_SPIRITS","0.02","0.02000","","",""
"SA_0000001400","GISAHCOG","PUBLISHED","2000","AFR","COG","SA_WINE","0.23","0.23000","","",""
"SA_0000001400","GISAHBOL","PUBLISHED","2005","AMR","BOL","SA_BEER","2.14","2.14000","","",""
"SA_0000001400","GISAHVCT","PUBLISHED","2003","AMR","VCT","SA_WINE","0.12","0.12000","","",""
"SA_0000001400","GISAHLTU","PUBLISHED","2008","EUR","LTU","SA_SPIRITS","5.50","5.50000","","",""
"SA_0000001400","GISAHBLR","PUBLISHED","2009","EUR","BLR","SA_WINE","0.62","0.62000","","",""
"SA_0000001400","GISAHARM","PUBLISHED","2006","EUR","ARM","SA_SPIRITS","3.37","3.37000","","",""
"SA_0000001400","GISAHNZL","PUBLISHED","2015","WPR","NZL","SA_BEER","3.29","3.29000","","",""
"SA_0000001400","GISAHAZE","PUBLISHED","2007","EUR","AZE","SA_TOTAL","1.02","1.02000","","",""
"SA_0000001400","GISAHSYC","PUBLISHED","2005","AFR","SYC","SA_TOTAL","7.82","7.82000","","",""
"SA_0000001400","GISAHUKR","PUBLISHED","2005","EUR","UKR","SA_WINE","0.63","0.63000","","",""
"SA_0000001400","GISAHDEU","PUBLISHED","2004","EUR","DEU","SA_OTHER_ALCOHOL","0.00","0.00000","","",""
"SA_0000001400","GISAHBFA","PUBLISHED","2002","AFR","BFA","SA_OTHER_ALCOHOL","3.77","3.77000","","",""
"SA_0000001400","GISAHUSA","PUBLISHED","2005","AMR","USA","SA_TOTAL","8.52","8.52000","","",""
"SA_0000001400","GISAHLBY","PUBLISHED","2009","EMR","LBY","SA_OTHER_ALCOHOL","0.00","0.00000","","",""
"SA_0000001400","GISAHMHL","PUBLISHED","2008","WPR","MHL","SA_TOTAL","No data","","","",""
"SA_0000001400","GISAHKGZ","PUBLISHED","2004","EUR","KGZ","SA_SPIRITS","2.70","2.70000","","",""
"SA_0000001400","GISAHLVA","PUBLISHED","2003","EUR","LVA","SA_TOTAL","8.24","8.24000","","",""
"SA_0000001400","GISAHMWI","PUBLISHED","2011","AFR","MWI","SA_SPIRITS","0.16","0.16000","","",""
"SA_0000001400","GISAHCRI","PUBLISHED","2008","AMR","CRI","SA_OTHER_ALCOHOL","0.04","0.04000","","",""
"SA_0000001400","GISAHISL","PUBLISHED","2014","EUR","ISL","SA_SPIRITS","0.72","0.72000","","",""
"SA_0000001400","GISAHGRD","PUBLISHED","2001","AMR","GRD","SA_SPIRITS","5.71","5.71000","","",""
"SA_0000001400","GISAHDZA","PUBLISHED","2005","AFR","DZA","SA_SPIRITS","0.02","0.02000","","",""
"SA_0000001400","GISAHPAN","PUBLISHED","2006","AMR","PAN","SA_BEER","3.80","3.80000","","",""
"SA_0000001400","GISAHBDI","PUBLISHED","2002","AFR","BDI","SA_OTHER_ALCOHOL","4.95","4.95000","","",""
"SA_0000001400","GISAHCHE","PUBLISHED","2003","EUR","CHE","SA_BEER","3.37","3.37000","","",""
"SA_0000001400","GISAHDNK","PUBLISHED","2001","EUR","DNK","SA_TOTAL","11.56","11.56000","","",""
"SA_0000001400","GISAHTUN","PUBLISHED","2014","EMR","TUN","SA_OTHER_ALCOHOL","0.00","0.00000","","",""
"SA_0000001400","GISAHBRN","PUBLISHED","2007","WPR","BRN","SA_SPIRITS","0.06","0.06000","","",""
"SA_0000001400","GISAHATG","PUBLISHED","2002","AMR","ATG","SA_OTHER_ALCOHOL","0.02","0.02000","","",""
"SA_0000001400","GISAHDMA","PUBLISHED","2009","AMR","DMA","SA_BEER","0.43","0.43000","","",""
"SA_0000001400","GISAHBTN","PUBLISHED","2000","SEAR","BTN","SA_BEER","0.17","0.17000","","",""
"SA_0000001400","GISAHSUR","PUBLISHED","2010","AMR","SUR","SA_BEER","2.03","2.03000","","",""
"SA_0000001400","GISAHMLT","PUBLISHED","2002","EUR","MLT","SA_TOTAL","5.73","5.73000","","",""
"SA_0000001400","GISAHJOR","PUBLISHED","2010","EMR","JOR","SA_SPIRITS","0.39","0.39000","","",""
"SA_0000001400","GISAHPHL","PUBLISHED","2001","WPR","PHL","SA_TOTAL","4.54","4.54000","","",""
"SA_0000001400","GISAHSOM","PUBLISHED","2000","EMR","SOM","SA_BEER","0.00","0.00000","","",""
"SA_0000001400","GISAHSGP","PUBLISHED","2005","WPR","SGP","SA_WINE","0.18","0.18000","","",""
"SA_0000001400","GISAHKGZ","PUBLISHED","2010","EUR","KGZ","SA_TOTAL","2.73","2.73000","","",""
"SA_0000001400","GISAHHND","PUBLISHED","2010","AMR","HND","SA_OTHER_ALCOHOL","0.00","0.00000","","",""
"SA_0000001400","GISAHLUX","PUBLISHED","2012","EUR","LUX","SA_WINE","4.95","4.95000","","",""
"SA_0000001400","GISAHESP","PUBLISHED","2007","EUR","ESP","SA_WINE","2.56","2.56000","","",""
"SA_0000001400","GISAHNLD","PUBLISHED","2013","EUR","NLD","SA_WINE","2.97","2.97000","","",""
"SA_0000001400","GISAHHUN","PUBLISHED","2004","EUR","HUN","SA_TOTAL","13.28","13.28000","","",""
"SA_0000001400","GISAHGEO","PUBLISHED","2010","EUR","GEO","SA_SPIRITS","2.11","2.11000","","",""
"SA_0000001400","GISAHMOZ","PUBLISHED","2010","AFR","MOZ","SA_SPIRITS","0.19","0.19000","","",""
"SA_0000001400","GISAHISR","PUBLISHED","2001","EUR","ISR","SA_TOTAL","2.53","2.53000","","",""
"SA_0000001400","GISAHCUB","PUBLISHED","2009","AMR","CUB","SA_OTHER_ALCOHOL","0.02","0.02000","","",""
"SA_0000001400","GISAHMWI","PUBLISHED","2010","AFR","MWI","SA_WINE","0.02","0.02000","","",""
"SA_0000001400","GISAHCZE","PUBLISHED","2000","EUR","CZE","SA_OTHER_ALCOHOL","0.00","0.00000","","",""
"SA_0000001400","GISAHGAB","PUBLISHED","2002","AFR","GAB","SA_BEER","5.36","5.36000","","",""
"SA_0000001400","GISAHFIN","PUBLISHED","2012","EUR","FIN","SA_SPIRITS","2.16","2.16000","","",""
"SA_0000001400","GISAHMLI","PUBLISHED","2010","AFR","MLI","SA_BEER","0.08","0.08000","","",""
"SA_0000001400","GISAHROU","PUBLISHED","2005","EUR","ROU","SA_WINE","2.33","2.33000","","",""
"SA_0000001400","GISAHDJI","PUBLISHED","2008","EMR","DJI","SA_TOTAL","0.49","0.49000","","",""
"SA_0000001400","GISAHARE","PUBLISHED","2013","EMR","ARE","SA_SPIRITS","1.50","1.50000","","",""
"SA_0000001400","GISAHEGY","PUBLISHED","2001","EMR","EGY","SA_BEER","0.06","0.06000","","",""
"SA_0000001400","GISAHPRT","PUBLISHED","2011","EUR","PRT","SA_SPIRITS","0.92","0.92000","","",""
"SA_0000001400","GISAHPLW","PUBLISHED","2005","WPR","PLW","SA_OTHER_ALCOHOL","0.00","0.00000","","",""
"SA_0000001400","GISAHIRQ","PUBLISHED","2007","EMR","IRQ","SA_SPIRITS","0.03","0.03000","","",""
"SA_0000001400","GISAHROU","PUBLISHED","2009","EUR","ROU","SA_OTHER_ALCOHOL","0.00","0.00000","","",""
"SA_0000001400","GISAHISL","PUBLISHED","2000","EUR","ISL","SA_BEER","3.03","3.03000","","",""
"SA_0000001400","GISAHLKA","PUBLISHED","2004","SEAR","LKA","SA_SPIRITS","1.39","1.39000","","",""
"SA_0000001400","GISAHLAO","PUBLISHED","2008","WPR","LAO","SA_TOTAL","5.10","5.10000","","",""
"SA_0000001400","GISAHLUX","PUBLISHED","2000","EUR","LUX","SA_WINE","5.88","5.88000","","",""
"SA_0000001400","GISAHCPV","PUBLISHED","2005","AFR","CPV","SA_WINE","1.93","1.93000","","",""
"SA_0000001400","GISAHITA","PUBLISHED","2003","EUR","ITA","SA_WINE","6.47","6.47000","","",""
"SA_0000001400","GISAHLTU","PUBLISHED","2011","EUR","LTU","SA_OTHER_ALCOHOL","1.97","1.97000","","",""
"SA_0000001400","GISAHWSM","PUBLISHED","2002","WPR","WSM","SA_WINE","0.05","0.05000","","",""
"SA_0000001400","GISAHFSM","PUBLISHED","2001","WPR","FSM","SA_TOTAL","2.82","2.82000","","",""
"SA_0000001400","GISAHSAU","PUBLISHED","2006","EMR","SAU","SA_TOTAL","0.08","0.08000","","",""
"SA_0000001400","GISAHFRA","PUBLISHED","2012","EUR","FRA","SA_OTHER_ALCOHOL","0.20","0.20000","","",""
"SA_0000001400","GISAHFIN","PUBLISHED","2004","EUR","FIN","SA_SPIRITS","2.79","2.79000","","",""
"SA_0000001400","GISAHMAR","PUBLISHED","2005","EMR","MAR","SA_TOTAL","0.47","0.47000","","",""
"SA_0000001400","GISAHIND","PUBLISHED","2007","SEAR","IND","SA_TOTAL","1.59","1.59000","","",""
"SA_0000001400","GISAHFIN","PUBLISHED","2009","EUR","FIN","SA_BEER","4.54","4.54000","","",""
